mesh 2,mesh 2,mesh 2,nuclide,score,mean,std. dev.
141,1,1,total,flux,2.5646914448373938e-06,2.5646914448373938e-06
141,1,1,total,"(n,Xt)",0.0,0.0
141,1,1,total,heating-local,0.0,0.0
141,1,1,total,absorption,1.2523537777346675e-08,1.2523537777346676e-08
142,1,1,total,flux,2.5560660253337347e-06,2.5560660253337347e-06
142,1,1,total,"(n,Xt)",0.0,0.0
142,1,1,total,heating-local,0.0,0.0
142,1,1,total,absorption,1.2468929781159064e-08,1.2468929781159062e-08
143,1,1,total,flux,1.8005624364173764e-06,1.8005624364173762e-06
143,1,1,total,"(n,Xt)",0.0,0.0
143,1,1,total,heating-local,0.0,0.0
143,1,1,total,absorption,7.682432064980277e-09,7.682432064980277e-09
144,1,1,total,flux,1.0054807958379683e-06,1.0054807958379683e-06
144,1,1,total,"(n,Xt)",0.0,0.0
144,1,1,total,heating-local,0.0,0.0
144,1,1,total,absorption,2.645184569749476e-09,2.645184569749476e-09
145,1,1,total,flux,1.0054709554308091e-06,1.005470955430809e-06
145,1,1,total,"(n,Xt)",0.0,0.0
145,1,1,total,heating-local,0.0,0.0
145,1,1,total,absorption,2.645158681942085e-09,2.645158681942085e-09
146,1,1,total,flux,1.0054613175038583e-06,1.0054613175038585e-06
146,1,1,total,"(n,Xt)",0.0,0.0
146,1,1,total,heating-local,0.0,0.0
146,1,1,total,absorption,2.645133326812719e-09,2.6451333268127185e-09
147,1,1,total,flux,1.0054518765379613e-06,1.0054518765379613e-06
147,1,1,total,"(n,Xt)",0.0,0.0
147,1,1,total,heating-local,0.0,0.0
147,1,1,total,absorption,2.645108489841771e-09,2.645108489841771e-09
148,1,1,total,flux,2.759863996137197e-06,1.9227365592518737e-06
148,1,1,total,"(n,Xt)",0.0,0.0
148,1,1,total,heating-local,0.0,0.0
148,1,1,total,absorption,1.0126244269203072e-06,1.0096888664221865e-06
149,1,1,total,flux,4.728055205243043e-06,3.1524979780839934e-06
149,1,1,total,"(n,Xt)",0.0,0.0
149,1,1,total,heating-local,0.0,0.0
149,1,1,total,absorption,1.3451283985279645e-06,1.339542145196187e-06
150,1,1,total,flux,5.615317021783668e-06,3.819011636407173e-06
150,1,1,total,"(n,Xt)",0.0,0.0
150,1,1,total,heating-local,0.0,0.0
150,1,1,total,absorption,1.331165535111609e-06,1.323844830877029e-06
151,1,1,total,flux,5.543040446773233e-06,3.7686620845309216e-06
151,1,1,total,"(n,Xt)",0.0,0.0
151,1,1,total,heating-local,0.0,0.0
151,1,1,total,absorption,1.3163762374817012e-06,1.3091443273029825e-06
152,1,1,total,flux,7.116187128341806e-06,3.814087025337885e-06
152,1,1,total,"(n,Xt)",0.0,0.0
152,1,1,total,heating-local,0.0,0.0
152,1,1,total,absorption,1.3042788938856817e-06,1.2949848047324218e-06
153,1,1,total,flux,7.791622993212386e-06,4.040680151241824e-06
153,1,1,total,"(n,Xt)",0.0,0.0
153,1,1,total,heating-local,0.0,0.0
153,1,1,total,absorption,1.2918233916838888e-06,1.2816411096520643e-06
154,1,1,total,flux,7.67420895834131e-06,3.981802710843468e-06
154,1,1,total,"(n,Xt)",0.0,0.0
154,1,1,total,heating-local,0.0,0.0
154,1,1,total,absorption,1.2790808053605604e-06,1.2690453664405697e-06
155,1,1,total,flux,4.2576484571701634e-06,2.4291105027925826e-06
155,1,1,total,"(n,Xt)",0.0,0.0
155,1,1,total,heating-local,0.0,0.0
155,1,1,total,absorption,5.626803377400178e-07,5.567569671895565e-07
156,1,1,total,flux,3.951540143215897e-06,2.333594533209959e-06
156,1,1,total,"(n,Xt)",0.0,0.0
156,1,1,total,heating-local,0.0,0.0
156,1,1,total,absorption,3.049974809107558e-08,2.4901587036702104e-08
157,1,1,total,flux,4.396688518624721e-06,2.423352519031005e-06
157,1,1,total,"(n,Xt)",0.0,0.0
157,1,1,total,heating-local,0.0,0.0
157,1,1,total,absorption,4.745319688489541e-08,4.1813119733777125e-08
158,1,1,total,flux,4.354709133732242e-06,2.390309036944664e-06
158,1,1,total,"(n,Xt)",0.0,0.0
158,1,1,total,heating-local,0.0,0.0
158,1,1,total,absorption,4.738849221673326e-08,4.180019629544678e-08
159,1,1,total,flux,4.675381995777279e-06,2.3137667597244135e-06
159,1,1,total,"(n,Xt)",0.0,0.0
159,1,1,total,heating-local,0.0,0.0
159,1,1,total,absorption,4.8728313505888563e-08,4.163436000007242e-08
160,1,1,total,flux,5.6169731108071096e-06,2.440124552559903e-06
160,1,1,total,"(n,Xt)",0.0,0.0
160,1,1,total,heating-local,0.0,0.0
160,1,1,total,absorption,5.247943091721272e-08,4.1443352810837994e-08
161,1,1,total,flux,5.583083101918846e-06,2.41733412179512e-06
161,1,1,total,"(n,Xt)",0.0,0.0
161,1,1,total,heating-local,0.0,0.0
161,1,1,total,absorption,5.242506132768223e-08,4.1431568519971396e-08
162,1,1,total,flux,5.551356190678731e-06,2.396230623570704e-06
162,1,1,total,"(n,Xt)",0.0,0.0
162,1,1,total,heating-local,0.0,0.0
162,1,1,total,absorption,5.237351986468504e-08,4.14199127052441e-08
163,1,1,total,flux,5.521581694895972e-06,2.376635168133841e-06
163,1,1,total,"(n,Xt)",0.0,0.0
163,1,1,total,heating-local,0.0,0.0
163,1,1,total,absorption,5.232455124378842e-08,4.140839063051022e-08
164,1,1,total,flux,4.868346163144132e-06,2.0157041036498075e-06
164,1,1,total,"(n,Xt)",0.0,0.0
164,1,1,total,heating-local,0.0,0.0
164,1,1,total,absorption,5.1404869397760085e-08,4.147526325348084e-08
165,1,1,total,flux,5.347125907226783e-06,3.2331515776501823e-06
165,1,1,total,"(n,Xt)",0.0,0.0
165,1,1,total,heating-local,0.0,0.0
165,1,1,total,absorption,4.998605027206316e-08,4.162565161732201e-08
166,1,1,total,flux,5.326544006354809e-06,3.2150846038107538e-06
166,1,1,total,"(n,Xt)",0.0,0.0
166,1,1,total,heating-local,0.0,0.0
166,1,1,total,absorption,4.9972399056076914e-08,4.161223437900839e-08
167,1,1,total,flux,5.3069807447004825e-06,3.197942739567812e-06
167,1,1,total,"(n,Xt)",0.0,0.0
167,1,1,total,heating-local,0.0,0.0
167,1,1,total,absorption,4.995900576764605e-08,4.159907081532995e-08
168,1,1,total,flux,5.2883595818605625e-06,3.181654906774302e-06
168,1,1,total,"(n,Xt)",0.0,0.0
168,1,1,total,heating-local,0.0,0.0
168,1,1,total,absorption,4.9945863871859485e-08,4.158615449413979e-08
169,1,1,total,flux,4.73460915025346e-06,3.0497882139553205e-06
169,1,1,total,"(n,Xt)",0.0,0.0
169,1,1,total,heating-local,0.0,0.0
169,1,1,total,absorption,1.3876891633073402e-08,7.538901925773592e-09
170,1,1,total,flux,8.159842203672085e-06,3.910116400398548e-06
170,1,1,total,"(n,Xt)",0.0,0.0
170,1,1,total,heating-local,0.0,0.0
170,1,1,total,absorption,2.012072022589095e-08,1.2655082837260068e-08
171,1,1,total,flux,8.812541124312942e-06,4.012986936264232e-06
171,1,1,total,"(n,Xt)",0.0,0.0
171,1,1,total,heating-local,0.0,0.0
171,1,1,total,absorption,2.7472886252668576e-08,1.9538932406418318e-08
172,1,1,total,flux,8.767248113464803e-06,3.992644885398426e-06
172,1,1,total,"(n,Xt)",0.0,0.0
172,1,1,total,heating-local,0.0,0.0
172,1,1,total,absorption,2.7268372654309327e-08,1.9342873372634353e-08
173,1,1,total,flux,8.72381749650782e-06,3.973137681356166e-06
173,1,1,total,"(n,Xt)",0.0,0.0
173,1,1,total,heating-local,0.0,0.0
173,1,1,total,absorption,2.7073504846335974e-08,1.915622614414371e-08
174,1,1,total,flux,8.682130766717032e-06,3.954411649558412e-06
174,1,1,total,"(n,Xt)",0.0,0.0
174,1,1,total,heating-local,0.0,0.0
174,1,1,total,absorption,2.6887597479794477e-08,1.8978315654814636e-08
175,1,1,total,flux,8.642079788973471e-06,3.93641791213008e-06
175,1,1,total,"(n,Xt)",0.0,0.0
175,1,1,total,heating-local,0.0,0.0
175,1,1,total,absorption,2.671003038599349e-08,1.8808531353689975e-08
176,1,1,total,flux,8.603565646366596e-06,3.919111840035576e-06
176,1,1,total,"(n,Xt)",0.0,0.0
176,1,1,total,heating-local,0.0,0.0
176,1,1,total,absorption,2.6540240859247247e-08,1.8646319546375217e-08
177,1,1,total,flux,6.6959693589729376e-06,3.193252754221225e-06
177,1,1,total,"(n,Xt)",0.0,0.0
177,1,1,total,heating-local,0.0,0.0
177,1,1,total,absorption,2.6377717025312675e-08,1.8491176815540057e-08
178,1,1,total,flux,5.631296639800563e-06,3.2133279624137796e-06
178,1,1,total,"(n,Xt)",1.7802673490823192e-17,1.7802673490823192e-17
178,1,1,total,heating-local,0.015253467599947293,0.015253467599947295
178,1,1,total,absorption,2.8283164706214896e-08,1.877612208197039e-08
179,1,1,total,flux,1.0702743190630471e-05,5.4939547838294174e-06
179,1,1,total,"(n,Xt)",9.39985001361889e-17,8.372102594405029e-17
179,1,1,total,heating-local,0.08143835921624142,0.07261213240643025
179,1,1,total,absorption,2.4454412150809717e-07,2.0244005516529347e-07
180,1,1,total,flux,2.162888189359167e-05,9.21824789924734e-06
180,1,1,total,"(n,Xt)",1.8994757594570063e-16,1.148422034230882e-16
180,1,1,total,heating-local,0.22465924842758994,0.11653456082103887
180,1,1,total,absorption,1.4022241895542415e-06,7.64289710508807e-07
181,1,1,total,flux,3.907237807891696e-05,1.2167734953407099e-05
181,1,1,total,"(n,Xt)",1.0056452924701953e-07,3.911263025332247e-08
181,1,1,total,heating-local,0.9600856142520338,0.32675373596539115
181,1,1,total,absorption,5.1728491367032815e-06,3.3106159686003156e-06
182,1,1,total,flux,3.991974575820523e-05,1.3768776097377497e-05
182,1,1,total,"(n,Xt)",3.350005627677518e-07,1.2919309327825745e-07
182,1,1,total,heating-local,1.6075258165239614,0.6189778597819573
182,1,1,total,absorption,9.309966925384221e-07,5.775789695321471e-07
183,1,1,total,flux,5.827777648282043e-05,2.3329348146371764e-05
183,1,1,total,"(n,Xt)",6.198577943584767e-07,3.359494183185598e-07
183,1,1,total,heating-local,2.978646772282803,1.6090245878845693
183,1,1,total,absorption,1.1918085494485916e-06,6.622761810881824e-07
184,1,1,total,flux,3.7755486682168694e-05,1.1374879858241191e-05
184,1,1,total,"(n,Xt)",2.6214621043381774e-07,7.310361338682443e-08
184,1,1,total,heating-local,1.2598600170337118,0.35071349195083323
184,1,1,total,absorption,7.452035262663776e-07,4.744026688024973e-07
185,1,1,total,flux,5.5150079462801714e-05,1.787243918936758e-05
185,1,1,total,"(n,Xt)",4.037410188909228e-07,1.3424484629033308e-07
185,1,1,total,heating-local,1.9452322357394833,0.6431849510652329
185,1,1,total,absorption,1.6236763310494176e-06,1.0220290556591032e-06
186,1,1,total,flux,4.529187875954538e-05,1.269427908282377e-05
186,1,1,total,"(n,Xt)",3.437374937418861e-07,1.2117760391277598e-07
186,1,1,total,heating-local,2.128572395183742,0.6828888087634147
186,1,1,total,absorption,8.25059363695548e-06,6.9385962137902035e-06
187,1,1,total,flux,5.636922307289054e-05,1.358433004141502e-05
187,1,1,total,"(n,Xt)",4.85120305668162e-07,1.6328950041665812e-07
187,1,1,total,heating-local,3.42445726097054,1.2911986673181541
187,1,1,total,absorption,1.5489987670305188e-06,5.38940324522013e-07
188,1,1,total,flux,7.059473093897257e-05,1.6709161630045104e-05
188,1,1,total,"(n,Xt)",7.00574360241626e-07,2.949789282976684e-07
188,1,1,total,heating-local,4.554702555956866,1.63259656833096
188,1,1,total,absorption,1.7274624900042587e-06,5.009233882543854e-07
189,1,1,total,flux,8.265844328258915e-05,2.0752961653256223e-05
189,1,1,total,"(n,Xt)",7.605428806707081e-07,3.290437242420158e-07
189,1,1,total,heating-local,4.850301239343025,1.747065441645802
189,1,1,total,absorption,1.5327324919574536e-06,5.537428967457716e-07
190,1,1,total,flux,8.876803734672023e-05,2.03697078405147e-05
190,1,1,total,"(n,Xt)",7.585340823776406e-07,3.813737113662317e-07
190,1,1,total,heating-local,4.741192112526886,1.920672157212361
190,1,1,total,absorption,1.9273314769004316e-06,1.0428464555765974e-06
191,1,1,total,flux,9.171863328316856e-05,3.0870350902329045e-05
191,1,1,total,"(n,Xt)",9.838958437695856e-07,5.145821953695349e-07
191,1,1,total,heating-local,5.109772762197128,2.4342533344452284
191,1,1,total,absorption,1.0712206496428136e-06,5.048900328949907e-07
192,1,1,total,flux,8.048749309511573e-05,2.1184302236617954e-05
192,1,1,total,"(n,Xt)",1.3384512027424896e-06,5.351158763239667e-07
192,1,1,total,heating-local,6.758669079929929,2.5169557583273314
192,1,1,total,absorption,1.378899344999311e-06,5.520597914682778e-07
193,1,1,total,flux,9.346432883810441e-05,2.416297317012297e-05
193,1,1,total,"(n,Xt)",2.0586850389911874e-06,8.821624815826314e-07
193,1,1,total,heating-local,10.205668398886505,4.164712512029381
193,1,1,total,absorption,2.146468623091872e-06,9.291363908573677e-07
194,1,1,total,flux,9.26837378917279e-05,1.806316691949623e-05
194,1,1,total,"(n,Xt)",1.4729534731842648e-06,4.7551301632581645e-07
194,1,1,total,heating-local,7.614630921028019,2.2850159270292583
194,1,1,total,absorption,1.798105690497714e-06,7.010473485402143e-07
195,1,1,total,flux,9.163171865153261e-05,1.749799308680144e-05
195,1,1,total,"(n,Xt)",1.1090009440165569e-06,3.333564515716377e-07
195,1,1,total,heating-local,6.018901713818822,1.6940731325775904
195,1,1,total,absorption,1.4991639949415466e-06,5.045099760794167e-07
196,1,1,total,flux,0.00013570487074317375,2.1584406895643923e-05
196,1,1,total,"(n,Xt)",1.6129390769755822e-06,4.49763770237739e-07
196,1,1,total,heating-local,8.53868035648054,2.213915790023411
196,1,1,total,absorption,4.3509588078364574e-06,1.7750385545254194e-06
197,1,1,total,flux,0.00014940070832051433,2.2000623596468066e-05
197,1,1,total,"(n,Xt)",1.5483234552734048e-06,3.901744813127003e-07
197,1,1,total,heating-local,8.03911808159621,1.9419259399818474
197,1,1,total,absorption,6.050846068407081e-06,2.3381760113378745e-06
198,1,1,total,flux,0.00014192618486842234,2.2667026142374088e-05
198,1,1,total,"(n,Xt)",1.5224985023747508e-06,3.9002362633432387e-07
198,1,1,total,heating-local,7.896902955036845,1.9514488337957243
198,1,1,total,absorption,5.585018755851877e-06,2.803453706421644e-06
199,1,1,total,flux,0.00017789374282827208,3.111213270894624e-05
199,1,1,total,"(n,Xt)",1.724968451658181e-06,5.123889702960054e-07
199,1,1,total,heating-local,9.299088950162098,2.5841932907082388
199,1,1,total,absorption,5.641690588029752e-06,2.962931694006757e-06
200,1,1,total,flux,0.00018333735757961845,1.6004823888033963e-05
200,1,1,total,"(n,Xt)",1.3874618614915445e-06,2.7537791284937914e-07
200,1,1,total,heating-local,7.851920189298252,1.5365178879947086
200,1,1,total,absorption,4.488954353701534e-06,1.3088698571419893e-06
201,1,1,total,flux,0.0002066274014775556,2.3193664763373366e-05
201,1,1,total,"(n,Xt)",1.2786707043430631e-06,2.251104942398847e-07
201,1,1,total,heating-local,7.570412390074213,1.2242193994860682
201,1,1,total,absorption,1.0952278411832743e-05,5.630980390893738e-06
202,1,1,total,flux,0.0002235680067225097,3.004695686484748e-05
202,1,1,total,"(n,Xt)",1.2905552695337297e-06,2.1000987213735216e-07
202,1,1,total,heating-local,7.618621975060766,1.2876195775049202
202,1,1,total,absorption,6.6576059410274115e-06,1.7772078538617107e-06
203,1,1,total,flux,0.00028957771342315574,2.9784096225618468e-05
203,1,1,total,"(n,Xt)",2.0611125946351987e-06,4.82828898223004e-07
203,1,1,total,heating-local,13.752712936671859,2.484366509536335
203,1,1,total,absorption,8.500376470704842e-06,2.61422318696915e-06
204,1,1,total,flux,0.0003236082702584066,4.620673332434276e-05
204,1,1,total,"(n,Xt)",2.800517021317979e-06,6.72368766143949e-07
204,1,1,total,heating-local,16.20550164606731,3.149019897829321
204,1,1,total,absorption,1.602549045610947e-05,4.269099854906229e-06
205,1,1,total,flux,0.0003903441595231239,5.336166383095257e-05
205,1,1,total,"(n,Xt)",3.4293805521802824e-06,1.1370245507729207e-06
205,1,1,total,heating-local,19.35952070032846,5.357132873390632
205,1,1,total,absorption,1.1379137610406118e-05,3.011454657360852e-06
206,1,1,total,flux,0.0004040012141024606,5.8137874138131246e-05
206,1,1,total,"(n,Xt)",3.180967612906623e-06,7.589024499592912e-07
206,1,1,total,heating-local,18.395824941453217,4.118044321892184
206,1,1,total,absorption,1.6269550089900778e-05,4.956952467817072e-06
207,1,1,total,flux,0.0003992105442565398,5.029837510474188e-05
207,1,1,total,"(n,Xt)",2.972170948816666e-06,7.64041660087518e-07
207,1,1,total,heating-local,17.868713283304192,3.891899988029834
207,1,1,total,absorption,1.8831287417735994e-05,4.80254273464415e-06
208,1,1,total,flux,0.0003479179509048802,3.2076210243767175e-05
208,1,1,total,"(n,Xt)",2.670676865424166e-06,5.669675967475431e-07
208,1,1,total,heating-local,16.116958916101492,2.822832682443805
208,1,1,total,absorption,1.4083288794507667e-05,3.8142622884519125e-06
209,1,1,total,flux,0.00042103101462813604,3.850140285222195e-05
209,1,1,total,"(n,Xt)",3.009199941492611e-06,6.287899673357123e-07
209,1,1,total,heating-local,19.90779717109315,3.955142022515105
209,1,1,total,absorption,1.3310223248355359e-05,2.6502833535856156e-06
210,1,1,total,flux,0.0004942643349237494,6.64433842703202e-05
210,1,1,total,"(n,Xt)",3.224800128312532e-06,8.2770343929807e-07
210,1,1,total,heating-local,21.67786306329149,4.8748903247514175
210,1,1,total,absorption,2.3034608731785004e-05,5.380274798660731e-06
211,1,1,total,flux,0.000578421989085921,7.472375978230765e-05
211,1,1,total,"(n,Xt)",4.177838462643127e-06,1.1209499393269934e-06
211,1,1,total,heating-local,26.358101424965884,6.184637383479205
211,1,1,total,absorption,2.1170849741966802e-05,2.9981023717460276e-06
212,1,1,total,flux,0.000627083870923676,6.486404009808117e-05
212,1,1,total,"(n,Xt)",4.3390965261255404e-06,9.336308019099358e-07
212,1,1,total,heating-local,27.181855980993635,4.683830293419483
212,1,1,total,absorption,2.6315370968947118e-05,6.2347688425695656e-06
213,1,1,total,flux,0.0006836100832351632,4.8355617047757894e-05
213,1,1,total,"(n,Xt)",4.749281703791244e-06,1.0518822206243138e-06
213,1,1,total,heating-local,32.99030881796595,4.24271013943868
213,1,1,total,absorption,3.4248114924196334e-05,6.462547366756913e-06
214,1,1,total,flux,0.0007324327642941209,5.738012184367701e-05
214,1,1,total,"(n,Xt)",4.522536662327427e-06,8.352452574572834e-07
214,1,1,total,heating-local,31.335729136149627,3.5692408429164026
214,1,1,total,absorption,3.142116392949652e-05,4.64886684681259e-06
215,1,1,total,flux,0.0007581339721823698,5.671592804571597e-05
215,1,1,total,"(n,Xt)",5.6737515720531605e-06,9.051667131535184e-07
215,1,1,total,heating-local,41.639713572962464,6.040143739242816
215,1,1,total,absorption,2.0034284895870436e-05,3.88909479914559e-06
216,1,1,total,flux,0.0008159376626366311,7.042826719395468e-05
216,1,1,total,"(n,Xt)",6.263924720349287e-06,9.205473367069271e-07
216,1,1,total,heating-local,44.60703985387983,6.183059364839373
216,1,1,total,absorption,2.4096571499116712e-05,5.545630100699031e-06
217,1,1,total,flux,0.0008317831106504855,5.764005412401035e-05
217,1,1,total,"(n,Xt)",5.645987454878354e-06,7.332164654067779e-07
217,1,1,total,heating-local,37.605305990765125,3.275112073452297
217,1,1,total,absorption,2.3404265337365952e-05,4.5802815889468e-06
218,1,1,total,flux,0.0008655109442931728,5.823152814682417e-05
218,1,1,total,"(n,Xt)",6.379301468739712e-06,7.01410504205863e-07
218,1,1,total,heating-local,41.70931139348006,3.0660262586934968
218,1,1,total,absorption,2.2749143853203653e-05,3.632536320905044e-06
219,1,1,total,flux,0.0009490938564847296,4.3216923753961596e-05
219,1,1,total,"(n,Xt)",7.042863686035675e-06,9.349936255026309e-07
219,1,1,total,heating-local,46.45300313231779,4.148956384883509
219,1,1,total,absorption,2.8261402598497074e-05,5.97373393925047e-06
220,1,1,total,flux,0.0009863690972516377,4.2328718092398985e-05
220,1,1,total,"(n,Xt)",6.146347413994548e-06,5.366248615967045e-07
220,1,1,total,heating-local,43.24896905769633,2.8830688976958556
220,1,1,total,absorption,3.3839407882548584e-05,5.072451271041461e-06
221,1,1,total,flux,0.0011148266392444507,7.645936169651545e-05
221,1,1,total,"(n,Xt)",6.675519563654576e-06,6.030054612516109e-07
221,1,1,total,heating-local,51.28658356657716,5.304160019854215
221,1,1,total,absorption,4.0117980629209266e-05,7.4005413774380424e-06
222,1,1,total,flux,0.0012260544119971572,9.483758767138527e-05
222,1,1,total,"(n,Xt)",7.270912869654131e-06,7.836749550941415e-07
222,1,1,total,heating-local,53.006322861409856,4.707498896746267
222,1,1,total,absorption,3.807409301294808e-05,9.136547086897073e-06
223,1,1,total,flux,0.0012402125582323914,7.667928031993036e-05
223,1,1,total,"(n,Xt)",7.736857528530842e-06,5.810040845763242e-07
223,1,1,total,heating-local,55.91601421781824,3.1914772523020742
223,1,1,total,absorption,4.167508539632305e-05,6.3621814156915345e-06
224,1,1,total,flux,0.0013182979556098688,8.092924967600341e-05
224,1,1,total,"(n,Xt)",9.011367307273798e-06,7.098068027017408e-07
224,1,1,total,heating-local,62.36143260879339,3.5201598023914964
224,1,1,total,absorption,4.18197056318772e-05,7.457644510717716e-06
225,1,1,total,flux,0.0014493570862974731,0.00011108628018789834
225,1,1,total,"(n,Xt)",8.74500792498532e-06,7.565302269179374e-07
225,1,1,total,heating-local,65.60244401129643,4.999397691401521
225,1,1,total,absorption,4.121295696473655e-05,5.10915352040876e-06
226,1,1,total,flux,0.0015418256442053416,9.105902738741507e-05
226,1,1,total,"(n,Xt)",9.668247791098327e-06,7.317027697387136e-07
226,1,1,total,heating-local,69.68645300267555,4.255321596271465
226,1,1,total,absorption,4.948833164111669e-05,8.65806534505838e-06
227,1,1,total,flux,0.0018314000515633345,9.405525802617431e-05
227,1,1,total,"(n,Xt)",1.0595882380417178e-05,8.453870994893937e-07
227,1,1,total,heating-local,80.4971015639293,5.335874476867048
227,1,1,total,absorption,7.48505858878836e-05,1.3780019831344873e-05
228,1,1,total,flux,0.001936472727817815,0.00012031902303447798
228,1,1,total,"(n,Xt)",1.1127712853505524e-05,9.36308581607353e-07
228,1,1,total,heating-local,84.59141340794275,7.582510572295952
228,1,1,total,absorption,7.677802126435738e-05,1.1888695237163152e-05
229,1,1,total,flux,0.002059175151262839,7.894086076065165e-05
229,1,1,total,"(n,Xt)",1.3099752476652504e-05,1.1397040656688787e-06
229,1,1,total,heating-local,101.23796901491195,8.260856885143664
229,1,1,total,absorption,7.126190241199931e-05,7.8144770185947e-06
230,1,1,total,flux,0.0021647316203236167,0.00010425522031810673
230,1,1,total,"(n,Xt)",1.4077528342814724e-05,1.0162847442794945e-06
230,1,1,total,heating-local,110.9489188214313,10.03450748681908
230,1,1,total,absorption,8.645835598514775e-05,1.2898766612703535e-05
231,1,1,total,flux,0.002321927658628713,0.00012540288249281102
231,1,1,total,"(n,Xt)",1.4054206029607833e-05,1.0733080559024692e-06
231,1,1,total,heating-local,110.61969800593128,8.593037141606189
231,1,1,total,absorption,7.84043542019072e-05,9.529755002693587e-06
232,1,1,total,flux,0.0025304068973573245,0.00011663674423018213
232,1,1,total,"(n,Xt)",1.63672451894427e-05,1.2833550133174942e-06
232,1,1,total,heating-local,122.93885060722133,9.09184935066754
232,1,1,total,absorption,0.00011209129362997391,1.5081651056701621e-05
233,1,1,total,flux,0.0027173558425895705,0.00014807520926182492
233,1,1,total,"(n,Xt)",1.6774887913897615e-05,1.0981115152145376e-06
233,1,1,total,heating-local,132.09665204781857,8.969510461651549
233,1,1,total,absorption,0.00010045704144162076,1.2548107488108286e-05
234,1,1,total,flux,0.002908793378325149,0.00016515128987618742
234,1,1,total,"(n,Xt)",1.8139610668272714e-05,9.173297976335368e-07
234,1,1,total,heating-local,141.76210976547563,8.474732925690274
234,1,1,total,absorption,9.796418745608229e-05,1.7233205144645543e-05
235,1,1,total,flux,0.003178077488247208,0.0001575028128339944
235,1,1,total,"(n,Xt)",1.946693087570772e-05,1.0915952795579812e-06
235,1,1,total,heating-local,148.2445830388455,8.716539397164492
235,1,1,total,absorption,0.00011455450487720912,1.3658229649158997e-05
236,1,1,total,flux,0.0032024644852237244,0.00016554742432907594
236,1,1,total,"(n,Xt)",1.896621234780742e-05,8.584970809441916e-07
236,1,1,total,heating-local,147.54882629280982,5.816811401444346
236,1,1,total,absorption,0.00010851802714047026,8.698087938959454e-06
237,1,1,total,flux,0.003670738932208434,0.00022448738638880015
237,1,1,total,"(n,Xt)",2.1098986096274233e-05,1.697924123223809e-06
237,1,1,total,heating-local,161.23194504941247,6.425076735032
237,1,1,total,absorption,0.00011544509887715657,1.013584856709265e-05
238,1,1,total,flux,0.003924686719745857,0.00021569192213839603
238,1,1,total,"(n,Xt)",2.384811409587763e-05,1.4593591204862417e-06
238,1,1,total,heating-local,183.73868485185798,7.697444645869514
238,1,1,total,absorption,0.00012898289916418948,1.3141729123459485e-05
239,1,1,total,flux,0.004204192517988359,0.000207355746744144
239,1,1,total,"(n,Xt)",2.6173267188306404e-05,1.715937492902004e-06
239,1,1,total,heating-local,204.02829486272594,8.047854578290117
239,1,1,total,absorption,0.00013983131813675846,1.3805765346880956e-05
240,1,1,total,flux,0.004617172455338563,0.00020046581960526957
240,1,1,total,"(n,Xt)",2.7373630267598844e-05,1.4324325589764263e-06
240,1,1,total,heating-local,210.61192159975704,5.526151255376657
240,1,1,total,absorption,0.00019992543067719632,2.1916690356148178e-05
241,1,1,total,flux,0.00510053506451136,0.00023593651041162455
241,1,1,total,"(n,Xt)",2.9531257539569066e-05,1.2639892060627695e-06
241,1,1,total,heating-local,235.72003731839658,8.24781499342839
241,1,1,total,absorption,0.00019835220622451327,1.6486582242307113e-05
242,1,1,total,flux,0.005496359062409155,0.00020017449556319338
242,1,1,total,"(n,Xt)",3.165017582396716e-05,1.4904325031072058e-06
242,1,1,total,heating-local,263.2440271455315,11.657772107624185
242,1,1,total,absorption,0.0002083017324947227,1.0338285186483298e-05
243,1,1,total,flux,0.005849291651251388,0.00023830440285473834
243,1,1,total,"(n,Xt)",3.480944329178782e-05,2.8582184884766536e-06
243,1,1,total,heating-local,299.8062347011649,18.29517367179023
243,1,1,total,absorption,0.00019145647708418285,1.801806229582653e-05
244,1,1,total,flux,0.006295913822682964,0.00026401386392132625
244,1,1,total,"(n,Xt)",3.6540885071267584e-05,2.8080643331315213e-06
244,1,1,total,heating-local,307.37542942694796,17.172002858577084
244,1,1,total,absorption,0.00023755787784693854,2.5600624820006287e-05
245,1,1,total,flux,0.006319879267764684,0.00025836735314662356
245,1,1,total,"(n,Xt)",3.5549856366421265e-05,1.9575953199123313e-06
245,1,1,total,heating-local,309.6675645477809,14.764625329219141
245,1,1,total,absorption,0.00021844110151388935,1.6677180140406786e-05
246,1,1,total,flux,0.00689010285808004,0.0002605549294688561
246,1,1,total,"(n,Xt)",3.7166411282815635e-05,1.8560634171288704e-06
246,1,1,total,heating-local,329.56984510626523,16.21923090979691
246,1,1,total,absorption,0.0002317381588093229,2.027844023654834e-05
247,1,1,total,flux,0.007284240631892538,0.00021471739094845564
247,1,1,total,"(n,Xt)",3.897583689277894e-05,1.4042239428914256e-06
247,1,1,total,heating-local,339.9354988549561,11.749727480422347
247,1,1,total,absorption,0.00025044637077317777,1.9250743499795524e-05
248,1,1,total,flux,0.007651752911405063,0.00018508585063859708
248,1,1,total,"(n,Xt)",4.1688995584930175e-05,1.685223070533667e-06
248,1,1,total,heating-local,367.07466029970504,10.259627643668473
248,1,1,total,absorption,0.00030689663834660786,1.500714769811401e-05
249,1,1,total,flux,0.008221465332645655,0.00024862819328291754
